yearmon,day,temperature
76,19,25
76,20,24
76,21,24
76,22,28
76,23,26
76,24,27
76,25,27
76,26,28
76,27,29
76,28,28
76,29,29
76,30,29
76,31,29
77,1,29
77,2,29
77,3,29
77,4,29
77,5,28
77,6,27
77,7,26
77,8,28
77,9,27
77,10,28
77,11,27
77,12,28
77,13,26
77,14,28
77,15,26
77,16,29
77,17,29
77,18,27
77,19,29
77,20,29
77,21,28
77,22,26
77,23,25
77,24,26
77,25,27
77,26,28
77,27,29
77,28,29
77,29,28
77,30,28
78,1,27
78,2,29
78,3,28
78,4,30
78,5,30
78,6,29
78,7,27
78,8,28
78,9,28
78,10,28
78,11,27
78,12,27
78,13,29
78,14,29
78,15,29
78,16,29
78,17,27
78,18,26
78,19,28
78,20,27
78,21,28
78,22,28
78,23,30
78,24,27
78,25,27
78,26,26
78,27,26
78,28,28
78,29,28
78,30,28
78,31,29
79,1,25
79,2,26
79,3,26
79,4,28
79,5,29
79,6,27
79,7,27
79,8,29
79,9,29
79,10,29
79,11,30
79,12,29
79,13,25
79,14,27
79,15,28
79,16,29
79,17,28
79,18,29
79,19,25
79,20,24
79,21,27
79,22,28
79,23,28
79,24,28
79,25,27
79,26,28
79,27,28
79,28,28
79,29,28
79,30,28
79,31,27
80,1,29
80,2,28
80,3,29
80,4,29
80,5,29
80,6,28
80,7,29
80,8,29
80,9,29
80,10,28
80,11,28
80,12,26
80,13,27
80,14,28
80,15,29
80,16,27
80,17,28
80,18,27
80,19,28
80,20,28
80,21,27
80,22,26
80,23,26
80,24,27
80,25,27
80,26,27
80,27,27
80,28,27
80,29,27
80,30,28
81,1,26
81,2,27
81,3,27
81,4,27
81,5,26
81,6,25
81,7,25
81,8,24
81,9,25
81,10,24
81,11,25
81,12,26
81,13,25
81,14,24
81,15,23
81,16,25
81,17,24
81,18,24
81,19,25
81,20,26
81,21,25
81,22,26
81,23,24
81,24,25
81,25,25
81,26,25
81,27,25
81,28,25
81,29,24
81,30,25
81,31,25
82,1,24
82,2,24
82,3,21
82,4,22
82,5,24
82,6,22
82,7,21
82,8,19
82,9,20
82,10,22
82,11,22
82,12,19
82,13,18
82,14,19
82,15,21
82,16,21
82,17,20
82,18,19
82,19,20
82,20,21
82,21,21
82,22,21
82,23,22
82,24,23
82,25,22
82,26,23
82,27,23
82,28,23
82,29,24
82,30,24
83,1,15
83,2,15
83,3,17
83,4,13
83,5,13
83,6,16
83,7,17
83,8,15
83,9,18
83,10,19
83,11,18
83,12,14
83,13,11
83,14,13
83,15,17
83,16,15
83,17,11
83,18,12
83,19,11
83,20,12
83,21,15
83,22,11
83,23,14
83,24,15
83,25,16
83,26,16
83,27,15
83,28,13
83,29,11
83,30,11
83,31,12
84,1,13
84,2,14
84,3,14
84,4,16
84,5,19
84,6,19
84,7,17
84,8,14
84,9,14
84,10,14
84,11,15
84,12,12
84,13,12
84,14,11
84,15,11
84,16,15
84,17,13
84,18,14
84,19,12
84,20,15
84,21,14
84,22,14
84,23,15
84,24,17
84,25,18
84,26,18
84,27,18
84,28,17
84,29,16
84,30,16
84,31,14
85,1,14
85,2,15
85,3,17
85,4,15
85,5,12
85,6,11
85,7,15
85,8,14
85,9,14
85,10,13
85,11,14
85,12,14
85,13,16
85,14,18
85,15,18
85,16,19
85,17,18
85,18,18
85,19,17
85,20,17
85,21,19
85,22,20
85,23,19
85,24,19
85,25,20
85,26,21
85,27,20
85,28,19
86,1,18
86,2,18
86,3,18
86,4,17
86,5,17
86,6,17
86,7,17
86,8,18
86,9,19
86,10,17
86,11,16
86,12,15
86,13,17
86,14,19
86,15,21
86,16,23
86,17,22
86,18,23
86,19,24
86,20,22
86,21,21
86,22,21
86,23,20
86,24,19
86,25,17
86,26,18
86,27,19
86,28,20
86,29,21
86,30,22
86,31,23
87,1,24
87,2,24
87,3,26
87,4,26
87,5,25
87,6,24
87,7,23
87,8,16
87,9,15
87,10,16
87,11,16
87,12,17
87,13,18
87,14,18
87,15,18
87,16,19
87,17,21
87,18,24
87,19,26
87,20,22
87,21,22
87,22,22
87,23,23
87,24,23
87,25,23
87,26,23
87,27,23
87,28,23
87,29,25
87,30,25
88,1,27
88,2,27
88,3,28
88,4,28
88,5,26
88,6,26
88,7,28
88,8,28
88,9,25
88,10,25
88,11,23
88,12,24
88,13,26
88,14,28
88,15,28
88,16,25
88,17,25
88,18,28
88,19,28
88,20,25
88,21,25
88,22,24
88,23,25
88,24,25
88,25,26
88,26,26
88,27,29
88,28,30
88,29,30
88,30,26
88,31,28
89,1,29
89,2,29
89,3,29
89,4,29
89,5,26
89,6,27
89,7,29
89,8,29
89,9,29
89,10,28
89,11,28
89,12,28
89,13,30
89,14,27
89,15,29
89,16,28
89,17,29
89,18,30
89,19,30
89,20,29
89,21,27
89,22,27
89,23,25
89,24,26
89,25,28
89,26,28
89,27,30
89,28,30
89,29,29
89,30,30
90,1,30
90,2,30
90,3,30
90,4,30
90,5,29
90,6,29
90,7,28
90,8,27
90,9,25
90,10,26
90,11,28
90,12,29
90,13,29
90,14,29
90,15,28
90,16,28
90,17,25
90,18,27
90,19,28
90,20,26
90,21,25
90,22,27
90,23,26
90,24,28
90,25,28
90,26,27
90,27,28
90,28,28
90,29,28
90,30,27
90,31,27
91,1,27
91,2,27
91,3,27
91,4,27
91,5,27
91,6,28
91,7,29
91,8,30
91,9,28
91,10,26
91,11,28
91,12,29
91,13,28
91,14,25
91,15,26
91,16,29
91,17,29
91,18,29
91,19,29
91,20,29
91,21,27
91,22,29
91,23,30
91,24,29
91,25,28
91,26,25
91,27,27
91,28,27
91,29,26
91,30,27
91,31,26
92,1,27
92,2,25
92,3,26
92,4,27
92,5,27
92,6,29
92,7,28
92,8,27
92,9,27
92,10,27
92,11,27
92,12,27
92,13,26
92,14,26
92,15,27
92,16,27
92,17,27
92,18,27
92,19,26
92,20,28
92,21,25
92,22,27
92,23,28
92,24,28
92,25,28
92,26,28
92,27,28
92,28,27
92,29,28
92,30,29
93,1,28
93,2,27
93,3,25
93,4,25
93,5,27
93,6,25
93,7,27
93,8,26
93,9,26
93,10,22
93,11,19
93,12,21
93,13,23
93,14,24
93,15,23
93,16,23
93,17,23
93,18,23
93,19,23
93,20,24
93,21,24
93,22,25
93,23,25
93,24,25
93,25,26
93,26,26
93,27,24
93,28,25
93,29,26
93,30,26
93,31,26
94,1,20
94,2,19
94,3,22
94,4,24
94,5,25
94,6,26
94,7,26
94,8,26
94,9,25
94,10,24
94,11,23
94,12,24
94,13,21
94,14,22
94,15,25
94,16,25
94,17,26
94,18,24
94,19,24
94,20,25
94,21,25
94,22,24
94,23,24
94,24,23
94,25,18
94,26,15
94,27,15
94,28,19
94,29,20
94,30,20
95,1,22
95,2,22
95,3,18
95,4,17
95,5,15
95,6,14
95,7,14
95,8,16
95,9,17
95,10,18
95,11,18
95,12,20
95,13,20
95,14,18
95,15,17
95,16,13
95,17,12
95,18,11
95,19,13
95,20,16
95,21,17
95,22,19
95,23,20
95,24,19
95,25,14
95,26,16
95,27,15
95,28,16
95,29,16
95,30,15
95,31,15
96,1,18
96,2,17
96,3,18
96,4,20
96,5,20
96,6,19
96,7,17
96,8,16
96,9,17
96,10,18
96,11,17
96,12,16
96,13,14
96,14,16
96,15,15
96,16,16
96,17,16
96,18,12
96,19,16
96,20,16
96,21,15
96,22,10
96,23,7
96,24,3
96,25,4
96,26,8
96,27,8
96,28,13
96,29,16
96,30,16
96,31,16
97,1,10
97,2,8
97,3,9
97,4,12
97,5,12
97,6,11
97,7,10
97,8,10
97,9,13
97,10,16
97,11,17
97,12,20
97,13,23
97,14,18
97,15,11
97,16,11
97,17,11
97,18,11
97,19,14
97,20,13
97,21,16
97,22,15
97,23,14
97,24,12
97,25,13
97,26,14
97,27,13
97,28,12
97,29,13
98,1,15
98,2,15
98,3,16
98,4,18
98,5,20
98,6,19
98,7,19
98,8,20
98,9,19
98,10,10
98,11,10
98,12,12
98,13,15
98,14,15
98,15,14
98,16,15
98,17,17
98,18,19
98,19,21
98,20,19
98,21,17
98,22,17
98,23,18
98,24,14
98,25,13
98,26,11
98,27,15
98,28,16
98,29,16
98,30,20
98,31,19
99,1,21
99,2,21
99,3,22
99,4,21
99,5,21
99,6,22
99,7,23
99,8,24
99,9,25
99,10,21
99,11,21
99,12,21
99,13,21
99,14,23
99,15,22
99,16,22
99,17,26
99,18,20
99,19,20
99,20,21
99,21,23
99,22,21
99,23,23
99,24,24
99,25,25
99,26,27
99,27,25
99,28,25
99,29,24
99,30,21
100,1,21
100,2,24
100,3,24
100,4,24
100,5,27
100,6,28
100,7,28
100,8,28
100,9,28
100,10,24
100,11,24
100,12,24
100,13,26
100,14,26
100,15,24
100,16,23
100,17,24
100,18,24
100,19,25
100,20,25
100,21,25
100,22,26
100,23,25
100,24,26
100,25,27
100,26,28
100,27,27
100,28,25
100,29,28
100,30,29
100,31,29
101,1,29
101,2,29
101,3,30
101,4,26
101,5,25
101,6,25
101,7,27
101,8,26
101,9,28
101,10,27
101,11,26
101,12,26
101,13,29
101,14,30
101,15,30
101,16,28
101,17,27
101,18,29
101,19,29
101,20,29
101,21,29
101,22,29
101,23,29
101,24,29
101,25,29
101,26,30
101,27,30
101,28,27
101,29,28
101,30,28
102,1,29
102,2,27
102,3,28
102,4,28
102,5,28
102,6,25
102,7,28
102,8,29
102,9,30
102,10,25
102,11,28
102,12,28
102,13,26
102,14,28
102,15,29
102,16,29
102,17,30
102,18,29
102,19,28
102,20,29
102,21,29
102,22,28
102,23,29
102,24,29
102,25,28
102,26,29
102,27,29
102,28,28
102,29,29
102,30,29
102,31,28
103,1,29
103,2,25
103,3,26
103,4,27
103,5,28
103,6,28
103,7,29
103,8,29
103,9,29
103,10,25
103,11,26
103,12,27
103,13,27
103,14,27
103,15,26
103,16,26
103,17,26
103,18,27
103,19,27
103,20,28
103,21,25
103,22,27
103,23,27
103,24,29
103,25,29
103,26,29
103,27,27
103,28,26
103,29,27
103,30,26
103,31,27
104,1,26
104,2,28
104,3,27
104,4,28
104,5,26
104,6,27
104,7,26
104,8,27
104,9,26
104,10,25
104,11,26
104,12,26
104,13,28
104,14,28
104,15,29
104,16,28
104,17,28
104,18,27
104,19,27
104,20,23
104,21,25
104,22,27
104,23,27
104,24,28
104,25,27
104,26,27
104,27,28
104,28,30
104,29,25
104,30,23
105,1,24
105,2,25
105,3,27
105,4,27
105,5,27
105,6,27
105,7,26
105,8,28
105,9,25
105,10,24
105,11,21
105,12,22
105,13,24
105,14,25
105,15,25
105,16,27
105,17,25
105,18,25
105,19,25
105,20,26
105,21,26
105,22,27
105,23,27
105,24,27
105,25,27
105,26,27
105,27,26
105,28,26
105,29,25
105,30,23
105,31,23
106,1,23
106,2,21
106,3,20
106,4,19
106,5,21
106,6,23
106,7,23
106,8,23
106,9,18
106,10,16
106,11,16
106,12,22
106,13,25
106,14,23
106,15,24
106,16,24
106,17,24
106,18,24
106,19,25
106,20,26
106,21,25
106,22,22
106,23,16
106,24,14
106,25,16
106,26,13
106,27,13
106,28,16
106,29,18
106,30,18
107,1,17
107,2,18
107,3,20
107,4,21
107,5,22
107,6,20
107,7,18
107,8,18
107,9,16
107,10,19
107,11,20
107,12,20
107,13,21
107,14,19
107,15,16
107,16,13
107,17,14
107,18,18
107,19,20
107,20,21
107,21,21
107,22,19
107,23,18
107,24,17
107,25,19
107,26,19
107,27,13
107,28,11
107,29,14
107,30,15
107,31,16
108,2,19
108,3,19
108,4,20
108,5,20
108,6,20
108,7,21
108,8,21
108,9,20
108,10,20
108,11,19
108,12,16
108,13,14
108,14,13
108,15,14
108,16,14
108,17,17
108,18,18
108,19,19
108,20,16
108,21,14
108,22,14
108,23,15
108,24,16
108,25,17
108,26,16
108,27,15
108,28,17
108,29,19
108,30,18
108,31,16
109,1,17
109,2,17
109,3,16
109,4,17
109,5,18
109,6,17
109,7,17
109,8,15
109,9,11
109,10,10
109,11,11
109,12,12
109,13,13
109,14,16
109,15,16
109,16,17
109,17,16
109,18,17
109,19,17
109,20,19
109,21,18
109,22,17
109,23,13
109,24,11
109,25,10
109,26,11
109,27,16
109,28,16
110,1,16
110,2,17
110,3,16
110,4,18
110,5,20
110,6,19
110,7,17
110,8,15
110,9,15
110,10,17
110,11,18
110,12,18
110,13,21
110,14,17
110,15,17
110,16,18
110,17,18
110,18,18
110,19,20
110,20,19
110,21,21
110,22,19
110,23,20
110,24,20
110,25,16
110,26,14
110,27,16
110,28,19
110,29,21
110,30,22
110,31,16
111,1,16
111,2,17
111,3,18
111,4,20
111,5,21
111,6,23
111,7,22
111,8,24
111,9,25
111,10,27
111,11,22
111,12,18
111,13,19
111,14,20
111,15,22
111,16,24
111,17,24
111,18,24
111,19,25
111,20,25
111,21,23
111,22,18
111,23,20
111,24,21
111,25,21
111,26,23
111,27,21
111,28,20
111,29,20
111,30,21
112,1,23
112,2,25
112,3,26
112,4,22
112,5,23
112,6,25
112,7,26
112,8,22
112,9,23
112,10,26
112,11,26
112,12,27
112,13,25
112,14,25
112,15,25
112,16,24
112,17,23
112,18,25
112,19,24
112,20,23
112,21,24
112,22,25
112,23,25
112,24,24
112,25,24
112,26,24
112,27,24
112,28,26
112,29,26
112,30,26
112,31,26
113,1,29
113,2,30
113,3,29
113,4,30
113,5,29
113,6,29
113,7,27
113,8,29
113,9,28
113,10,29
113,11,29
113,12,26
113,13,25
113,14,27
113,15,28
113,16,26
113,17,25
113,18,26
113,19,26
113,20,26
113,21,26
113,22,29
113,23,29
113,24,26
113,25,27
113,26,29
113,27,29
113,28,29
113,29,29
113,30,28
114,1,28
114,2,27
114,3,26
114,4,26
114,5,27
114,6,27
114,7,26
114,8,26
114,9,28
114,10,28
114,11,28
114,12,28
114,13,28
114,14,28
114,15,28
114,16,26
114,17,26
114,18,25
114,19,25
114,20,28
114,21,28
114,22,27
114,23,26
114,24,26
114,25,28
114,26,27
114,27,29
114,28,29
114,29,30
114,30,31
114,31,30
115,1,30
115,2,27
115,3,26
115,4,26
115,5,29
115,6,29
115,7,30
115,8,30
115,9,27
115,10,29
115,11,30
115,12,29
115,13,29
115,14,29
115,15,29
115,16,27
115,17,28
115,18,28
115,19,29
115,20,28
115,21,29
115,22,27
115,23,26
115,24,26
115,25,29
115,26,27
115,27,25
115,28,26
115,29,25
115,30,28
115,31,25
116,1,26
116,2,26
116,3,26
116,4,26
116,5,28
116,6,28
116,7,28
116,8,28
116,9,26
116,10,28
116,11,27
116,12,28
116,13,29
116,14,29
116,15,28
116,16,28
116,17,29
116,18,28
116,19,28
116,20,28
116,21,28
116,22,26
116,23,27
116,24,27
116,25,27
116,26,29
116,27,28
116,28,28
116,29,29
116,30,26
117,1,29
117,2,28
117,3,29
117,4,28
117,5,28
117,6,28
117,7,29
117,8,28
117,9,29
117,10,30
117,11,29
117,12,29
117,13,25
117,14,23
117,15,21
117,16,24
117,17,23
117,18,24
117,19,24
117,20,23
117,21,22
117,22,21
117,23,20
117,24,23
117,25,23
117,26,23
117,27,23
117,28,24
